ensembl_gene_id	external_gene_name	mouse_PC1
ENSMUSG00000023013	Aqp2	3.63083836866914
ENSMUSG00000023015	Racgap1	1.50346966620905
ENSMUSG00000023017	Asic1	6.69348701750093
ENSMUSG00000023018	Smarcd1	-1.56420250130635
ENSMUSG00000023019	Gpd1	0.944254293724267
ENSMUSG00000023020	Cox14	4.76324921683182
ENSMUSG00000023021	Cers5	1.70514940384224
ENSMUSG00000023022	Lima1	-1.99615683892351
ENSMUSG00000023025	Larp4	-3.79713197387204
ENSMUSG00000023026	Dip2b	-1.01087217599652
ENSMUSG00000023027	Atf1	-2.15432670961864
ENSMUSG00000023030	Slc11a2	-0.097275907468328
ENSMUSG00000023031	Cela1	4.44323020264409
ENSMUSG00000023032	Slc4a8	2.86704151175652
ENSMUSG00000023034	Nr4a1	-6.92331531355875
ENSMUSG00000023036	Pcdhgc4	3.70773311723972
ENSMUSG00000023039	Krt7	1.37763612033926
ENSMUSG00000023043	Krt18	2.4449650075823
ENSMUSG00000023044	Csad	3.31656505029676
ENSMUSG00000023045	Soat2	3.40777340889308
ENSMUSG00000023046	Igfbp6	5.93761375404747
ENSMUSG00000023047	Amhr2	-0.95951049465385
ENSMUSG00000023048	Prr13	2.27541414185943
ENSMUSG00000023050	Map3k12	-1.68194410568337
ENSMUSG00000023051	Tarbp2	-0.104456872354824
ENSMUSG00000023052	Npff	1.81693260244871
ENSMUSG00000023055	Calcoco1	4.56940541651506
ENSMUSG00000023064	Sncg	4.0711837733098
ENSMUSG00000023066	Rttn	-0.833135536913724
ENSMUSG00000023067	Cdkn1a	-4.33078683317256
ENSMUSG00000023068	Nus1	-0.265060647141708
ENSMUSG00000023072	Cep89	0.937253197484999
ENSMUSG00000023074	Mospd1	-2.89525971164348
ENSMUSG00000023075	Akirin1	-1.74583859311494
ENSMUSG00000023078	Cxcl13	4.77635588465494
ENSMUSG00000023079	Gtf2ird1	-2.42861827625979
ENSMUSG00000023087	Noct	-8.74963592304743
ENSMUSG00000023088	Abcc1	0.0025195185843522
ENSMUSG00000023089	Ndufa5	5.51668868352085
ENSMUSG00000023092	Fhl1	3.53880814509217
ENSMUSG00000023094	Msrb2	1.6582903157872
ENSMUSG00000023104	Rfc2	2.03761580801894
ENSMUSG00000023106	Denr	1.13258818014206
ENSMUSG00000023110	Prmt5	0.884478371887674
ENSMUSG00000023118	Sympk	5.67956161159005
ENSMUSG00000023122	Sult1c2	3.14077392529063
ENSMUSG00000023143	Nagpa	2.16926407883366
ENSMUSG00000023147	Get1	0.140722855669823
ENSMUSG00000023150	Ivns1abp	-0.308458708620005
ENSMUSG00000023153	Tmem52	0.893389891060992
ENSMUSG00000023156	Rpp14	-1.57486993358271
ENSMUSG00000023159	Psg29	10.9124427790665
ENSMUSG00000023169	Slc38a1	-0.668842498060706
ENSMUSG00000023170	Gps2	-0.454159917251883
ENSMUSG00000023175	Bsg	9.52214303591226
ENSMUSG00000023186	Vwa5a	7.27519048797747
ENSMUSG00000023191	P3h3	6.43378938116415
ENSMUSG00000023192	Grm2	0.000931120921916885
ENSMUSG00000023206	Il15ra	-1.29625177447236
ENSMUSG00000023224	Serping1	4.13269761202337
ENSMUSG00000023232	Serinc2	3.57114159781737
ENSMUSG00000023235	Ccl25	1.3629637573604
ENSMUSG00000023236	Scg5	5.84518045912296
ENSMUSG00000023243	Kcnk5	-8.95497806746745
ENSMUSG00000023249	Parp3	3.43592376580755
ENSMUSG00000023259	Slc26a6	-0.54020189258513
ENSMUSG00000023262	Acy1	4.42006174572565
ENSMUSG00000023266	Frs3	-4.11503141448566
ENSMUSG00000023267	Gabrr2	-0.233232809524167
ENSMUSG00000023272	Creld2	3.95966850039697
ENSMUSG00000023274	Cd4	4.18799620578961
ENSMUSG00000023277	Twf2	1.67489061787974
ENSMUSG00000023284	Zfp605	1.54619576536276
ENSMUSG00000023286	Ube2j2	-2.95937543907028
ENSMUSG00000023307	Marchf5	0.592190946866636
ENSMUSG00000023328	Ache	3.09392904529718
ENSMUSG00000023330	Dtwd1	-4.02354137392853
ENSMUSG00000023333	Gcm1	-0.255147460920472
ENSMUSG00000023336	Wfdc1	2.9782097651155
ENSMUSG00000023341	Mx2	-5.17859779698036
ENSMUSG00000023345	Poc1a	1.0890760315978
ENSMUSG00000023348	Trip6	-0.438689697980088
ENSMUSG00000023349	Clec4n	1.84199433603618
ENSMUSG00000023353	Agap3	-1.68477283950198
ENSMUSG00000023367	Tmem176a	6.42228746292616
ENSMUSG00000023391	Dlx2	-5.68428830391225
ENSMUSG00000023393	Slc17a9	0.58760083761092
ENSMUSG00000023403	Stk31	3.17107817840003
ENSMUSG00000023411	Nfatc4	-1.21463581165467
ENSMUSG00000023439	Gnb3	5.51365956893617
ENSMUSG00000023443	Esx1	-0.806164144709428
ENSMUSG00000023452	Pisd	0.470674020916931
ENSMUSG00000023456	Tpi1	5.74212633696778
ENSMUSG00000023460	Rab12	0.233180570703247
ENSMUSG00000023467	Tulp2	-4.18895362152593
ENSMUSG00000023473	Celsr3	2.87723126314013
ENSMUSG00000023484	Prph	4.89439052676405
ENSMUSG00000023495	Pcbp4	1.29570181765115
ENSMUSG00000023505	Cdca3	2.87815013942647
ENSMUSG00000023571	C1qtnf12	1.15883551525223
ENSMUSG00000023572	Ccndbp1	4.39338763740503
ENSMUSG00000023707	Ogfod2	-0.450050569677427
ENSMUSG00000023723	Mrps23	-1.40847946977955
ENSMUSG00000023755	Rhebl1	-2.36395307263764
ENSMUSG00000023764	Sfi1	1.46550858378332
ENSMUSG00000023791	Pigx	1.67471755905333
ENSMUSG00000023795	Pisd-ps2	4.65948637967367
ENSMUSG00000023800	Tiam2	-7.36227599258564
ENSMUSG00000023805	Synj2	-4.55553379317985
ENSMUSG00000023809	Rps6ka2	1.50065134379036
ENSMUSG00000023827	Agpat4	-1.13915361405934
ENSMUSG00000023828	Slc22a3	1.75171238754624
ENSMUSG00000023829	Slc22a1	3.39383213876784
ENSMUSG00000023830	Igf2r	4.55025271667388
ENSMUSG00000023832	Acat2	3.78529196870094
ENSMUSG00000023845	Lnpep	-1.59061401172383
ENSMUSG00000023852	Chd1	-5.83841924722748
ENSMUSG00000023861	Mpc1	3.97503938323474
ENSMUSG00000023868	Pde10a	0.52055432491525
ENSMUSG00000023873	1700010I14Rik	-3.94428008831251
ENSMUSG00000023882	Zfp54	-4.34804292609176
ENSMUSG00000023883	Phf10	1.02120805612413
ENSMUSG00000023885	Thbs2	3.59635502868901
ENSMUSG00000023886	Smoc2	7.89318869578733
ENSMUSG00000023892	Zfp51	-7.54846864716506
ENSMUSG00000023902	Zscan10	-3.35338459157098
ENSMUSG00000023903	Mmp25	1.38351117180918
ENSMUSG00000023904	Hcfc1r1	6.9375160867036
ENSMUSG00000023905	Tnfrsf12a	-4.87938619195924
ENSMUSG00000023906	Cldn6	-3.78422631971355
ENSMUSG00000023908	Pkmyt1	0.75894107185868
ENSMUSG00000023909	Paqr4	0.0921812550976715
ENSMUSG00000023912	Slc25a27	2.06100268660978
ENSMUSG00000023913	Pla2g7	4.7553697139605
ENSMUSG00000023914	Mep1a	-3.55538397727658
ENSMUSG00000023915	Tnfrsf21	-2.5321534547236
ENSMUSG00000023919	Cenpq	-1.09527092845061
ENSMUSG00000023921	Mmut	3.72945955087109
ENSMUSG00000023923	Tbc1d5	1.40772913085124
ENSMUSG00000023927	Satb1	1.63200471948433
ENSMUSG00000023931	Efhb	-3.00486933205193
ENSMUSG00000023932	Cdc5l	-2.45442776314649
ENSMUSG00000023935	Spats1	2.68407667551104
ENSMUSG00000023938	Aars2	2.93100033338702
ENSMUSG00000023939	Mrpl14	1.95524607327459
ENSMUSG00000023940	Sgo1	-5.63645813471943
ENSMUSG00000023942	Slc29a1	2.92127363394243
ENSMUSG00000023944	Hsp90ab1	4.39137955109637
ENSMUSG00000023947	Nfkbie	-2.6985600265692
ENSMUSG00000023951	Vegfa	-8.61626442994973
ENSMUSG00000023952	Gtpbp2	-1.91560403216597
ENSMUSG00000023953	Polh	-6.04788025794524
ENSMUSG00000023959	Clic5	-0.0733908365367214
ENSMUSG00000023960	Enpp5	2.13999279576811
ENSMUSG00000023961	Enpp4	-3.14841371262286
ENSMUSG00000023963	Cyp39a1	3.1248102291387
ENSMUSG00000023964	Calcr	-0.668181365633481
ENSMUSG00000023965	Fbxl17	-1.71219007952977
ENSMUSG00000023967	Mrps18a	0.521496795672818
ENSMUSG00000023968	Crip3	2.12373058487021
ENSMUSG00000023971	Rrp36	-2.28923490929522
ENSMUSG00000023972	Ptk7	5.69498097927996
ENSMUSG00000023973	Cnpy3	3.53535766572042
ENSMUSG00000023977	Ubr2	-2.58711213036427
ENSMUSG00000023978	Prph2	-1.49426683469448
ENSMUSG00000023979	Guca1b	3.68876756743198
ENSMUSG00000023980	Taf8	-5.85933746255111
ENSMUSG00000023982	Guca1a	3.72713679863962
ENSMUSG00000023987	Pgc	4.01748419988128
ENSMUSG00000023988	Bysl	-1.04094489853677
ENSMUSG00000023990	Tfeb	-4.03460628768601
ENSMUSG00000023991	Foxp4	-1.34772453465939
ENSMUSG00000023992	Trem2	6.84405429506952
ENSMUSG00000023994	Nfya	-6.72809926635403
ENSMUSG00000023999	Kif6	0.14587166361802
ENSMUSG00000024002	Brd4	-2.36555001560488
ENSMUSG00000024006	Stk38	-0.282148762782609
ENSMUSG00000024007	Ppil1	-0.424625068577299
ENSMUSG00000024008	Cpne5	4.44094952426596
ENSMUSG00000024011	Pi16	6.74511261909077
ENSMUSG00000024012	Mtch1	6.55735379193072
ENSMUSG00000024013	Fgd2	-1.80797213025786
ENSMUSG00000024014	Pim1	-7.26268768750017
ENSMUSG00000024018	Ccdc167	0.109091922919425
ENSMUSG00000024019	Cmtr1	2.90897688487499
ENSMUSG00000024026	Glo1	3.87456096473027
ENSMUSG00000024028	Tff2	1.22015178201844
ENSMUSG00000024029	Tff3	3.3439296196098
ENSMUSG00000024030	Abcg1	0.307061166641859
ENSMUSG00000024034	Tmprss3	4.76406171837286
ENSMUSG00000024036	Slc37a1	-1.79154497995295
ENSMUSG00000024037	Wdr4	-1.29933712181791
ENSMUSG00000024038	Ndufv3	3.83494916965512
ENSMUSG00000024039	Cbs	3.48763860702783
ENSMUSG00000024041	Cryaa	2.64416545476167
ENSMUSG00000024042	Sik1	-6.69624800916129
ENSMUSG00000024043	Arhgap28	-4.7010874060868
ENSMUSG00000024044	Epb41l3	3.80642923285302
ENSMUSG00000024045	Akap8	-3.11555320622512
ENSMUSG00000024048	Myl12a	7.60886430221312
ENSMUSG00000024049	Myom1	4.99127523249428
ENSMUSG00000024050	Wiz	-2.57895528774181
ENSMUSG00000024052	Lpin2	-4.78354405860479
ENSMUSG00000024053	Emilin2	1.88088571002767
ENSMUSG00000024054	Smchd1	-0.0228703513354572
ENSMUSG00000024055	Cyp4f13	5.26355658159428
ENSMUSG00000024056	Ndc80	-1.70692619997072
ENSMUSG00000024059	Clip4	1.87929163961953
ENSMUSG00000024063	Lbh	-2.86472868494402
ENSMUSG00000024064	Galnt14	3.77666451738345
ENSMUSG00000024065	Ehd3	0.305943304704673
ENSMUSG00000024066	Xdh	6.72688522409283
ENSMUSG00000024067	Dpy30	1.01815647879379
ENSMUSG00000024068	Spast	-1.48420551487325
ENSMUSG00000024069	Slc30a6	-3.00077430337248
ENSMUSG00000024070	Prkd3	0.276018378892907
ENSMUSG00000024072	Yipf4	1.05256532604939
ENSMUSG00000024073	Birc6	-0.478306983866461
ENSMUSG00000024074	Crim1	-2.4632611418501
ENSMUSG00000024076	Vit	1.60982348900147
ENSMUSG00000024077	Strn	-1.92717144919049
ENSMUSG00000024078	Ttc27	2.90034633624798
ENSMUSG00000024079	Eif2ak2	0.787309319880607
ENSMUSG00000024081	Cebpz	-0.786843812758542
ENSMUSG00000024082	Ndufaf7	1.31329224708374
ENSMUSG00000024083	Pja2	0.624188212639805
ENSMUSG00000024084	Qpct	5.57396264276533
ENSMUSG00000024085	Man2a1	4.54543965754445
ENSMUSG00000024087	Cyp1b1	-3.58267683833912
ENSMUSG00000024091	Vapa	-1.940415157036
ENSMUSG00000024095	Hnrnpll	2.46271564961262
ENSMUSG00000024096	Ralbp1	2.38940118816157
ENSMUSG00000024097	Srsf7	-1.21625731416671
ENSMUSG00000024098	Twsg1	3.51255812618161
ENSMUSG00000024099	Ndufv2	4.69918040583856
ENSMUSG00000024101	Washc1	1.17512431241569
ENSMUSG00000024104	Washc2	2.91906928714438
ENSMUSG00000024109	Nrxn1	0.993768406319792
ENSMUSG00000024112	Cacna1h	-0.605622654672375
ENSMUSG00000024120	Lrpprc	3.38803302188381
ENSMUSG00000024121	Atp6v0c	1.92037702090461
ENSMUSG00000024122	Pdpk1	-1.62742719177074
ENSMUSG00000024127	Prepl	2.88633924015976
ENSMUSG00000024130	Abca3	6.51280026635134
ENSMUSG00000024132	Eci1	3.94942308812527
ENSMUSG00000024135	Srbd1	-0.361946285564133
ENSMUSG00000024136	Dnase1l2	0.546755331209989
ENSMUSG00000024137	E4f1	-3.46283447841876
ENSMUSG00000024140	Epas1	3.9478026488143
ENSMUSG00000024142	Mlst8	-2.89873226397914
ENSMUSG00000024143	Rhoq	-1.5879710487952
ENSMUSG00000024145	Pigf	2.28181510741955
ENSMUSG00000024146	Cript	1.75030451280211
ENSMUSG00000024150	Mcfd2	2.42629575572855
ENSMUSG00000024151	Msh2	2.57079627412855
ENSMUSG00000024158	Hagh	4.53162528929925
ENSMUSG00000024160	Spsb3	-3.2529161767733
ENSMUSG00000024163	Mapk8ip3	-2.58242103985373
ENSMUSG00000024164	C3	7.78523750159931
ENSMUSG00000024165	Jpt2	2.46201252742399
ENSMUSG00000024168	Tmem204	-0.869777115637974
ENSMUSG00000024169	Ift140	3.71958900591005
ENSMUSG00000024170	Telo2	-0.594097429822283
ENSMUSG00000024174	Pot1b	-1.2473683592059
ENSMUSG00000024175	Tekt4	2.76222251444783
ENSMUSG00000024176	Sox8	-4.58079315649896
ENSMUSG00000024177	Nme4	4.05636960872609
ENSMUSG00000024181	Mrpl28	4.24281980957765
ENSMUSG00000024182	Axin1	-4.4092258556286
ENSMUSG00000024184	Pdia2	0.812189134700181
ENSMUSG00000024186	Rgs11	4.43462167651103
ENSMUSG00000024187	Fam234a	5.78323205158348
ENSMUSG00000024188	Luc7l	-3.63180367549447
ENSMUSG00000024190	Dusp1	-10.3723880261296
ENSMUSG00000024191	Bnip1	-1.81576882088075
ENSMUSG00000024193	Phf1	2.06584064705545
ENSMUSG00000024194	Cuta	4.3499568104454
ENSMUSG00000024197	Plin3	1.88462145070917
ENSMUSG00000024201	Kdm4b	-2.88684965440723
ENSMUSG00000024206	Rfx2	1.8709077032447
ENSMUSG00000024208	Uqcc2	6.82606706657504
ENSMUSG00000024212	Mllt1	-1.00364398102227
ENSMUSG00000024213	Nudt3	1.64231877269007
ENSMUSG00000024215	Spdef	-2.52220368178222
ENSMUSG00000024217	Snrpc	4.03142053308241
ENSMUSG00000024218	Taf11	-0.34101393048127
ENSMUSG00000024219	Anks1	-1.36611107549326
ENSMUSG00000024220	Zfp523	1.1807177425837
ENSMUSG00000024222	Fkbp5	0.426801118393529
ENSMUSG00000024225	Clps	2.83846166217113
ENSMUSG00000024228	Nudt12	-1.13981797740022
ENSMUSG00000024231	Cul2	0.398205572786184
ENSMUSG00000024232	Bambi	-8.35431077308749
ENSMUSG00000024234	Mtpap	-3.71158277217504
ENSMUSG00000024235	Map3k8	-5.35887990084626
ENSMUSG00000024236	Svil	-0.194183963157701
ENSMUSG00000024238	Zeb1	-1.93465268054557
ENSMUSG00000024240	Epc1	-9.27882505678221
ENSMUSG00000024241	Sos1	-4.19066389029778
ENSMUSG00000024242	Map4k3	-4.65255542200847
ENSMUSG00000024245	Tmem178	-4.47167446739414
ENSMUSG00000024246	Thumpd2	-3.19076199349431
ENSMUSG00000024247	Pkdcc	-4.68870408284177
ENSMUSG00000024248	Cox7a2l	3.83370984518083
ENSMUSG00000024251	Thada	-1.88404462104248
ENSMUSG00000024253	Dync2li1	6.99880086118885
ENSMUSG00000024254	Abcg8	1.58089901659951
ENSMUSG00000024258	Polr2d	-1.81235495348545
ENSMUSG00000024259	Slc25a46	-1.87728068331061
ENSMUSG00000024260	Sap130	-2.4326135902567
ENSMUSG00000024261	Syt4	-0.170152210028014
ENSMUSG00000024268	Celf4	-1.67860606721509
ENSMUSG00000024269	Tpgs2	4.24042513220224
ENSMUSG00000024270	Slc39a6	-1.65262741158693
ENSMUSG00000024271	Elp2	1.82046167670743
ENSMUSG00000024273	2700062C07Rik	-4.79688696059994
ENSMUSG00000024276	Zfp397	-6.86250970933556
ENSMUSG00000024277	Mapre2	2.14400789292118
ENSMUSG00000024283	Wac	-6.76654726166516
ENSMUSG00000024286	Ccny	0.45316113670436
ENSMUSG00000024287	Thoc1	0.358942394890779
ENSMUSG00000024290	Rock1	-1.048901759009
ENSMUSG00000024293	Esco1	-2.35251016331435
ENSMUSG00000024294	Mib1	1.91330311452906
ENSMUSG00000024298	Zfp871	-6.34907447019583
ENSMUSG00000024299	Adamts10	2.41396842196216
ENSMUSG00000024300	Myo1f	1.25215330512146
ENSMUSG00000024301	Kifc5b	-4.50918024785719
ENSMUSG00000024302	Dtna	1.47311113073754
ENSMUSG00000024304	Cdh2	2.57731078865639
ENSMUSG00000024308	Tapbp	8.14092619963432
ENSMUSG00000024309	Pfdn6	0.556093509929133
ENSMUSG00000024312	Wdr46	2.76348278841029
ENSMUSG00000024313	Mep1b	0.702432368899761
ENSMUSG00000024317	Rnf138	-3.43533457832165
ENSMUSG00000024319	Vps52	3.66045625363745
ENSMUSG00000024325	Ring1	-1.95053430453462
ENSMUSG00000024327	Slc39a7	0.597088000225064
ENSMUSG00000024330	Col11a2	2.05415149501009
ENSMUSG00000024331	Dsc2	1.50660932225514
ENSMUSG00000024334	H2-Oa	2.85850163164249
ENSMUSG00000024335	Brd2	-6.16392986506729
ENSMUSG00000024338	Psmb8	2.13877711652695
ENSMUSG00000024339	Tap2	4.03167816888532
ENSMUSG00000024346	Pfdn1	4.85951027521645
ENSMUSG00000024347	Psd2	1.11566986893259
ENSMUSG00000024349	Sting1	1.31588663294433
ENSMUSG00000024350	Dnajc18	0.646478784550376
ENSMUSG00000024352	Spata24	2.91798612987151
ENSMUSG00000024354	Slc23a1	2.92181253886645
ENSMUSG00000024357	Sil1	3.71344754423763
ENSMUSG00000024359	Hspa9	3.21976055341309
ENSMUSG00000024360	Etf1	-0.17828307572677
ENSMUSG00000024365	Cyp21a1	1.74189170214914
ENSMUSG00000024366	Gfra3	-0.102666161224879
ENSMUSG00000024369	Nelfe	3.02453631624969
ENSMUSG00000024370	Cdc23	1.83411471737875
ENSMUSG00000024371	C2	2.54177904241056
ENSMUSG00000024376	Epb41l4a	-0.799019989229791
ENSMUSG00000024378	Stard4	-2.87934454946807
ENSMUSG00000024379	Tslp	-0.536717590780798
ENSMUSG00000024381	Bin1	1.63737212285134
ENSMUSG00000024382	Ercc3	1.37029840770614
ENSMUSG00000024383	Map3k2	-2.94446563071031
ENSMUSG00000024384	Iws1	-2.37833194158406
ENSMUSG00000024386	Proc	0.880397212617241
ENSMUSG00000024387	Csnk2b	2.77881843543262
ENSMUSG00000024388	Myo7b	3.06875337429452
ENSMUSG00000024391	Apom	-0.464108515761942
ENSMUSG00000024392	Bag6	6.5193920277077
ENSMUSG00000024393	Prrc2a	0.669230769881952
ENSMUSG00000024395	Lims2	1.08057921437706
ENSMUSG00000024399	Ltb	0.381079456348199
ENSMUSG00000024400	Wdr33	-4.07589116823203
ENSMUSG00000024401	Tnf	-5.07514797253027
ENSMUSG00000024402	Lta	5.02644608438379
ENSMUSG00000024403	Atp6v1g2	1.09232169673915
ENSMUSG00000024404	Riok3	0.905874958978078
ENSMUSG00000024406	Pou5f1	4.45409047850616
ENSMUSG00000024409	Psors1c2	1.14047491250807
ENSMUSG00000024410	Rmc1	1.05592562229239
ENSMUSG00000024413	Npc1	1.44385493481164
ENSMUSG00000024414	Mrpl27	1.94512903750553
ENSMUSG00000024420	Zfp521	-4.0206875310967
ENSMUSG00000024422	Dhx16	2.08176888626082
ENSMUSG00000024423	Impact	-0.516426002259313
ENSMUSG00000024424	Ttc39c	0.0746942677178249
ENSMUSG00000024425	Ndfip1	3.80885921851722
ENSMUSG00000024426	Atat1	3.47117425552436
ENSMUSG00000024427	Spry4	-8.68603885414689
ENSMUSG00000024429	Gnl1	2.93800123107969
ENSMUSG00000024430	Cabyr	-2.43687896877225
ENSMUSG00000024431	Nr3c1	-4.11179120917154
ENSMUSG00000024436	Mrps18b	-1.79177458960543
ENSMUSG00000024446	Rpp21	2.31246066042054
ENSMUSG00000024454	Hdac3	4.75247149730102
ENSMUSG00000024456	Diaph1	2.69680619876072
ENSMUSG00000024457	Trim26	-2.93015706569942
ENSMUSG00000024459	H2-M5	-0.34773727214111
ENSMUSG00000024462	Gabbr1	0.406561611968397
ENSMUSG00000024472	Dcp2	-1.14588975248216
ENSMUSG00000024474	Ik	2.26893472744384
ENSMUSG00000024477	Pggt1b	-0.603475741694399
ENSMUSG00000024479	Mal2	0.819952759695496
ENSMUSG00000024480	Ap3s1	5.94886930128366
ENSMUSG00000024483	Ankhd1	-2.99365736790341
ENSMUSG00000024486	Hbegf	-9.47722190433439
ENSMUSG00000024487	Yipf5	-0.399571740800457
ENSMUSG00000024491	Rbm27	-4.34835759219771
ENSMUSG00000024493	Lars	5.21656564573439
ENSMUSG00000024498	Tcerg1	-1.18137097856822
ENSMUSG00000024500	Ppp2r2b	-2.07842299219951
ENSMUSG00000024501	Dpysl3	4.31846730268184
ENSMUSG00000024502	Jakmip2	-1.08248033349827
ENSMUSG00000024505	Dtwd2	-2.16968625329501
ENSMUSG00000024507	Hsd17b4	6.92037439416978
ENSMUSG00000024511	Rab27b	-2.00276784435401
ENSMUSG00000024513	Mbd2	-0.587993054974876
ENSMUSG00000024515	Smad4	-3.19557314171105
ENSMUSG00000024516	Sec11c	2.23296750429464
ENSMUSG00000024517	Grp	-0.529402281370485
ENSMUSG00000024518	Rax	-2.77263290152666
ENSMUSG00000024521	Pmaip1	-1.2869864749028
ENSMUSG00000024524	Gnal	-0.187281532842235
ENSMUSG00000024525	Impa2	1.32605354442523
ENSMUSG00000024526	Cidea	0.559056211179283
ENSMUSG00000024527	Afg3l2	-0.224733623086071
ENSMUSG00000024528	Srfbp1	-8.41534025245747
ENSMUSG00000024529	Lox	4.21087662842349
ENSMUSG00000024533	Spire1	0.432391694910671
ENSMUSG00000024535	Snx24	-1.7510660601404
ENSMUSG00000024537	Psmg2	-0.114895140505348
ENSMUSG00000024538	Ppic	5.71703913243597
ENSMUSG00000024539	Ptpn2	-2.70470306970642
ENSMUSG00000024542	Cep192	-1.49986535108828
ENSMUSG00000024544	Ldlrad4	-3.73482985782989
ENSMUSG00000024548	Setbp1	-4.72858771561758
ENSMUSG00000024556	Me2	4.40033696823542
ENSMUSG00000024558	Mapk4	-6.04132678263171
ENSMUSG00000024560	Cxxc1	-1.04877418358244
ENSMUSG00000024561	Mbd1	-4.33567598813083
ENSMUSG00000024563	Smad2	-3.72026161664249
ENSMUSG00000024565	Sall3	-3.23516180489381
ENSMUSG00000024566	Atp9b	-1.39263313910293
ENSMUSG00000024570	Rbfa	1.73927877452663
ENSMUSG00000024571	Gm16286	-2.64748705970587
ENSMUSG00000024576	Csnk1a1	-2.07919748480623
ENSMUSG00000024578	Il17b	0.965884974733267
ENSMUSG00000024579	Pcyox1l	-0.0202983931278952
ENSMUSG00000024580	Grpel2	-6.7753357845373
ENSMUSG00000024581	Napg	0.747694746900405
ENSMUSG00000024583	Txnl1	-0.495606013515692
ENSMUSG00000024587	Nars	3.09515529843615
ENSMUSG00000024588	Fech	3.90049586462882
ENSMUSG00000024589	Nedd4l	-1.5206026677574
ENSMUSG00000024590	Lmnb1	-0.717101887068007
ENSMUSG00000024592	C330018D20Rik	-0.580167654112325
ENSMUSG00000024594	Prrc1	-0.389010225849762
ENSMUSG00000024597	Slc12a2	0.915376692648354
ENSMUSG00000024598	Fbn2	3.17087765352144
ENSMUSG00000024601	Isoc1	5.58695052339311
ENSMUSG00000024603	Dctn4	-3.09557442379306
ENSMUSG00000024604	Rbm22	-2.23631517996963
ENSMUSG00000024608	Rps14	5.49316713019055
ENSMUSG00000024610	Cd74	6.43089949699254
ENSMUSG00000024613	Tcof1	1.90295669074961
ENSMUSG00000024614	Tmx3	3.74238269507272
ENSMUSG00000024617	Camk2a	2.71775295107711
ENSMUSG00000024619	Cdx1	-1.49923559924085
ENSMUSG00000024620	Pdgfrb	-1.52257940061388
ENSMUSG00000024621	Csf1r	0.00194340003736826
ENSMUSG00000024622	Hmgxb3	-5.72871865301713
ENSMUSG00000024639	Gnaq	-2.3721669208943
ENSMUSG00000024640	Psat1	3.72992544908604
ENSMUSG00000024642	Tle4	-4.51480645209537
ENSMUSG00000024644	Cndp2	3.31182156190054
ENSMUSG00000024645	Timm21	0.482811636170409
ENSMUSG00000024646	Cyb5a	6.3678148156513
ENSMUSG00000024650	Slc22a6	-0.227148974259184
ENSMUSG00000024654	Asrgl1	1.57169171963995
ENSMUSG00000024659	Anxa1	3.85965926852029
ENSMUSG00000024660	Incenp	-2.92557654009183
ENSMUSG00000024661	Fth1	6.32529015381202
ENSMUSG00000024663	Rab3il1	-0.279467330165249
ENSMUSG00000024664	Fads3	2.59086177875097
ENSMUSG00000024665	Fads2	4.454750074285
ENSMUSG00000024666	Tmem138	-1.46322548317971
ENSMUSG00000024667	Tmem216	0.499981183286875
ENSMUSG00000024668	Sdhaf2	0.363095110597558
ENSMUSG00000024670	Cd6	-3.55080101172164
ENSMUSG00000024672	Ms4a7	1.71391175083014
ENSMUSG00000024678	Ms4a4d	3.35151247988421
ENSMUSG00000024679	Ms4a6d	4.57660433677669
ENSMUSG00000024681	Ms4a3	6.01162608668143
ENSMUSG00000024683	Mrpl16	-0.469603800925368
ENSMUSG00000024687	Osbp	-1.7718537986659
ENSMUSG00000024691	Fam111a	-2.43608370208732
ENSMUSG00000024695	Zfp91	-1.97764181660105
ENSMUSG00000024697	Gna14	-5.25071463124662
ENSMUSG00000024712	Rfk	2.85054990230091
ENSMUSG00000024725	Ostf1	4.24926395138393
ENSMUSG00000024727	Trpm6	0.390803865948824
ENSMUSG00000024731	Ms4a10	2.87440823714986
ENSMUSG00000024732	Ccdc86	-4.61734684228626
ENSMUSG00000024735	Prpf19	3.28471725107463
ENSMUSG00000024736	Tmem132a	1.61406033619529
ENSMUSG00000024737	Slc15a3	1.13082806899222
ENSMUSG00000024738	Pga5	2.89416667077263
ENSMUSG00000024740	Ddb1	4.98880069595073
ENSMUSG00000024742	Fen1	-3.54139942779633
ENSMUSG00000024743	Syt7	0.796321383020599
ENSMUSG00000024747	Aldh1a7	-0.171810591583204
ENSMUSG00000024750	Zfand5	-7.64584964222031
ENSMUSG00000024754	Cemip2	-2.68645813034278
ENSMUSG00000024758	Rtn3	4.29896831441402
ENSMUSG00000024759	Atl3	0.353479670839237
ENSMUSG00000024764	Naa40	-3.51587150560704
ENSMUSG00000024767	Otub1	1.94337261149151
ENSMUSG00000024769	Cdc42bpg	3.598079420467
ENSMUSG00000024772	Ehd1	0.00267741120780125
ENSMUSG00000024773	Atg2a	0.375447951739222
ENSMUSG00000024776	Stambpl1	-5.45541388720615
ENSMUSG00000024777	Ppp2r5b	1.05662942368766
ENSMUSG00000024778	Fas	0.62867780588418
ENSMUSG00000024780	Cdc37l1	-2.5219423534956
ENSMUSG00000024781	Lipa	3.34170104147708
ENSMUSG00000024782	Ak3	3.89359960210028
ENSMUSG00000024784	Gpha2	2.08025468276608
ENSMUSG00000024785	Rcl1	-2.45497249262162
